Country,iso3,Year,SPAR_Overall,C.1.1.1,C.1,C.2.1.1,C.2.1.2,C.2,C.3.1.1,C.3.2.1,C.3,C.4.1.1,C.4.2.1,C.4,C.5.1.1,C.5.2.1,C.5,C.6.1.1,C.6,C.7.1.1,C.7,C.8.1.1,C.8.2.1,C.8,C.9.1.1,C.9.2.1,C.9.3.1,C.9,C.10.1.1,C.10,C.11.1.1,C.11,C.12.1.1,C.12,C.13.1.1,C.13,C.1.1,C.1.2,C.1.3,C.2.1,C.2.2,C.3.1,C.4.1,C.5.1,C.5.2,C.5.3,C.6.1,C.6.2,C.7.1,C.8.1,C.8.2,C.8.3,C.9.1,C.9.2,C.9.3,C.10.1,C.11.1,C.11.2,C.12.1,C.13.1,C.2.3,C.3.2,C.4.2,C.4.3,C.4.4,C.4.5,C.7.2,C.7.3,C.10.2,C.10.3,C.11.3,C.14.1,C.14,C.15.1,C.15
Bolivia,BOL,2022,70.0,,40.0,,,60.0,,,70.0,,,88.0,,,80.0,,70.0,,80.0,,,87.0,,,,40.0,,60.0,,53.0,,80.0,,80.0,20.0,60.0,,40.0,80.0,60.0,80.0,80.0,80.0,,60.0,80.0,80.0,100.0,80.0,80.0,40.0,60.0,20.0,60.0,40.0,40.0,80.0,80.0,60.0,80.0,80.0,100.0,80.0,100.0,80.0,80.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0
Brazil,BRA,2022,69.0,,50.0,,,80.0,,,80.0,,,80.0,,,80.0,,50.0,,87.0,,,47.0,,,,80.0,,80.0,,67.0,,20.0,,100.0,80.0,20.0,,80.0,80.0,80.0,100.0,80.0,80.0,,80.0,20.0,80.0,60.0,40.0,40.0,80.0,80.0,80.0,80.0,60.0,60.0,20.0,100.0,80.0,80.0,40.0,80.0,80.0,100.0,100.0,80.0,80.0,80.0,80.0,60.0,60.0,80.0,80.0
Chile,CHL,2022,78.0,,60.0,,,80.0,,,80.0,,,80.0,,,80.0,,100.0,,87.0,,,80.0,,,,100.0,,87.0,,80.0,,60.0,,40.0,100.0,20.0,,80.0,80.0,60.0,80.0,80.0,80.0,,100.0,100.0,100.0,100.0,60.0,80.0,100.0,100.0,100.0,80.0,100.0,40.0,60.0,40.0,80.0,100.0,40.0,80.0,100.0,100.0,100.0,60.0,100.0,80.0,100.0,80.0,80.0,80.0,80.0
Colombia,COL,2022,73.0,,60.0,,,80.0,,,50.0,,,84.0,,,100.0,,40.0,,73.0,,,87.0,,,,73.0,,53.0,,93.0,,80.0,,80.0,100.0,20.0,,80.0,80.0,40.0,100.0,100.0,100.0,,60.0,20.0,60.0,100.0,80.0,80.0,60.0,80.0,80.0,40.0,100.0,100.0,80.0,80.0,80.0,60.0,60.0,80.0,80.0,100.0,80.0,80.0,80.0,40.0,80.0,80.0,80.0,60.0,60.0
Costa Rica,CRI,2022,65.0,,20.0,,,60.0,,,60.0,,,80.0,,,80.0,,70.0,,53.0,,,80.0,,,,60.0,,60.0,,67.0,,80.0,,80.0,20.0,20.0,,20.0,80.0,60.0,80.0,80.0,80.0,,60.0,80.0,20.0,80.0,80.0,80.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,80.0,80.0,60.0,80.0,80.0,80.0,80.0,60.0,80.0,60.0,60.0,80.0,80.0,80.0,40.0,40.0
Cuba,CUB,2022,99.0,,100.0,,,100.0,,,90.0,,,100.0,,,100.0,,100.0,,100.0,,,100.0,,,,100.0,,100.0,,100.0,,100.0,,100.0,100.0,100.0,,100.0,100.0,80.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Dominican Republic,DOM,2022,62.0,,50.0,,,73.0,,,40.0,,,60.0,,,90.0,,60.0,,60.0,,,80.0,,,,40.0,,73.0,,27.0,,80.0,,80.0,80.0,20.0,,80.0,80.0,40.0,60.0,100.0,80.0,,60.0,60.0,20.0,60.0,80.0,100.0,40.0,60.0,20.0,100.0,20.0,20.0,80.0,80.0,60.0,40.0,40.0,60.0,80.0,60.0,80.0,80.0,20.0,100.0,40.0,80.0,80.0,40.0,40.0
Ecuador,ECU,2022,60.0,,80.0,,,53.0,,,30.0,,,72.0,,,80.0,,50.0,,73.0,,,53.0,,,,27.0,,40.0,,67.0,,60.0,,80.0,80.0,80.0,,40.0,60.0,40.0,60.0,80.0,80.0,,80.0,20.0,80.0,80.0,40.0,40.0,20.0,40.0,20.0,40.0,60.0,60.0,60.0,80.0,60.0,20.0,60.0,80.0,80.0,80.0,80.0,60.0,20.0,60.0,80.0,80.0,80.0,60.0,60.0
El Salvador,SLV,2022,92.0,,80.0,,,93.0,,,90.0,,,88.0,,,100.0,,90.0,,100.0,,,100.0,,,,80.0,,80.0,,100.0,,80.0,,100.0,80.0,80.0,,80.0,100.0,80.0,80.0,100.0,100.0,,80.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,80.0,100.0,100.0,80.0,100.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0
Guatemala,GTM,2022,42.0,,50.0,,,27.0,,,20.0,,,44.0,,,70.0,,30.0,,67.0,,,73.0,,,,33.0,,47.0,,33.0,,20.0,,20.0,40.0,60.0,,20.0,40.0,20.0,40.0,80.0,60.0,,40.0,20.0,80.0,60.0,80.0,80.0,20.0,40.0,40.0,60.0,40.0,40.0,20.0,20.0,20.0,20.0,20.0,40.0,60.0,60.0,80.0,40.0,40.0,40.0,20.0,60.0,60.0,40.0,40.0
Haiti,HTI,2022,56.0,,40.0,,,53.0,,,50.0,,,96.0,,,100.0,,90.0,,80.0,,,73.0,,,,40.0,,60.0,,33.0,,80.0,,40.0,20.0,60.0,,40.0,60.0,40.0,100.0,100.0,100.0,,100.0,80.0,80.0,80.0,80.0,60.0,40.0,60.0,20.0,60.0,20.0,20.0,80.0,40.0,60.0,60.0,80.0,100.0,100.0,100.0,80.0,80.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0
Honduras,HND,2022,59.0,,50.0,,,80.0,,,40.0,,,80.0,,,80.0,,50.0,,60.0,,,60.0,,,,33.0,,47.0,,40.0,,80.0,,80.0,40.0,60.0,,80.0,80.0,40.0,80.0,80.0,80.0,,60.0,40.0,20.0,80.0,40.0,60.0,20.0,60.0,20.0,40.0,60.0,40.0,80.0,80.0,80.0,40.0,80.0,60.0,80.0,100.0,80.0,80.0,80.0,20.0,20.0,60.0,60.0,40.0,40.0
Mexico,MEX,2022,75.0,,40.0,,,87.0,,,70.0,,,96.0,,,100.0,,50.0,,87.0,,,93.0,,,,53.0,,80.0,,87.0,,60.0,,80.0,60.0,20.0,,100.0,80.0,60.0,100.0,100.0,100.0,,80.0,20.0,60.0,100.0,100.0,80.0,20.0,60.0,80.0,80.0,100.0,80.0,60.0,80.0,80.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,60.0,60.0,80.0,80.0
Nicaragua,NIC,2022,85.0,,90.0,,,93.0,,,70.0,,,72.0,,,100.0,,90.0,,100.0,,,100.0,,,,60.0,,100.0,,100.0,,80.0,,80.0,80.0,100.0,,80.0,100.0,40.0,80.0,100.0,100.0,,80.0,100.0,100.0,100.0,100.0,100.0,80.0,40.0,60.0,100.0,100.0,100.0,80.0,80.0,100.0,100.0,80.0,20.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,40.0,40.0,100.0,100.0
Panama,PAN,2022,75.0,,50.0,,,60.0,,,70.0,,,96.0,,,100.0,,90.0,,87.0,,,73.0,,,,80.0,,80.0,,80.0,,80.0,,80.0,60.0,40.0,,60.0,80.0,40.0,80.0,100.0,100.0,,80.0,100.0,80.0,80.0,60.0,80.0,80.0,100.0,60.0,80.0,80.0,80.0,80.0,80.0,40.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,80.0,80.0,80.0,40.0,40.0,60.0,60.0
Paraguay,PRY,2022,62.0,,30.0,,,53.0,,,20.0,,,60.0,,,100.0,,60.0,,67.0,,,73.0,,,,53.0,,60.0,,80.0,,60.0,,80.0,20.0,40.0,,60.0,80.0,20.0,60.0,100.0,100.0,,80.0,40.0,40.0,80.0,60.0,80.0,60.0,60.0,40.0,80.0,80.0,80.0,60.0,80.0,20.0,20.0,60.0,20.0,80.0,80.0,80.0,80.0,80.0,20.0,80.0,80.0,80.0,60.0,60.0
Peru,PER,2022,45.0,,20.0,,,33.0,,,40.0,,,52.0,,,80.0,,30.0,,67.0,,,33.0,,,,40.0,,33.0,,33.0,,20.0,,40.0,20.0,20.0,,40.0,40.0,40.0,60.0,80.0,80.0,,40.0,20.0,40.0,20.0,40.0,40.0,20.0,80.0,20.0,20.0,40.0,40.0,20.0,40.0,20.0,40.0,40.0,40.0,60.0,60.0,80.0,80.0,60.0,20.0,20.0,60.0,60.0,100.0,100.0
Uruguay,URY,2022,70.0,,70.0,,,67.0,,,80.0,,,64.0,,,90.0,,60.0,,80.0,,,73.0,,,,73.0,,100.0,,80.0,,80.0,,40.0,60.0,80.0,,60.0,80.0,80.0,60.0,100.0,80.0,,60.0,60.0,80.0,60.0,100.0,60.0,60.0,80.0,80.0,100.0,80.0,80.0,80.0,40.0,60.0,80.0,60.0,60.0,80.0,60.0,80.0,80.0,100.0,100.0,80.0,60.0,60.0,40.0,40.0
Venezuela,VEN,2022,77.0,,90.0,,,80.0,,,40.0,,,76.0,,,80.0,,40.0,,80.0,,,87.0,,,,80.0,,73.0,,93.0,,80.0,,80.0,100.0,80.0,,80.0,80.0,40.0,80.0,80.0,80.0,,40.0,40.0,60.0,100.0,100.0,60.0,100.0,60.0,80.0,80.0,100.0,100.0,80.0,80.0,80.0,40.0,60.0,60.0,80.0,100.0,80.0,100.0,80.0,60.0,80.0,80.0,80.0,100.0,100.0
Argentina,ARG,2023,64.0,,70.0,,,53.0,,,80.0,,,72.0,,,80.0,,40.0,,40.0,,,67.0,,,,53.0,,60.0,,67.0,,80.0,,80.0,80.0,60.0,,40.0,60.0,80.0,80.0,80.0,80.0,,60.0,20.0,40.0,80.0,60.0,60.0,60.0,60.0,40.0,60.0,80.0,60.0,80.0,80.0,60.0,80.0,20.0,60.0,100.0,100.0,40.0,40.0,80.0,40.0,60.0,60.0,60.0,60.0,60.0
Bolivia,BOL,2023,48.0,,30.0,,,53.0,,,70.0,,,52.0,,,60.0,,30.0,,73.0,,,80.0,,,,40.0,,53.0,,53.0,,40.0,,20.0,20.0,40.0,,40.0,60.0,60.0,40.0,60.0,60.0,,40.0,20.0,60.0,80.0,80.0,80.0,40.0,40.0,40.0,40.0,40.0,60.0,40.0,20.0,60.0,80.0,40.0,40.0,60.0,80.0,80.0,80.0,60.0,60.0,60.0,40.0,40.0,20.0,20.0
Brazil,BRA,2023,75.0,,50.0,,,80.0,,,80.0,,,72.0,,,80.0,,70.0,,87.0,,,67.0,,,,80.0,,100.0,,73.0,,20.0,,80.0,80.0,20.0,,80.0,80.0,80.0,60.0,80.0,80.0,,60.0,80.0,80.0,80.0,80.0,40.0,80.0,80.0,80.0,100.0,60.0,60.0,20.0,80.0,80.0,80.0,40.0,60.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0
Chile,CHL,2023,83.0,,70.0,,,100.0,,,50.0,,,80.0,,,100.0,,100.0,,87.0,,,80.0,,,,100.0,,80.0,,80.0,,60.0,,80.0,100.0,40.0,,100.0,100.0,60.0,80.0,100.0,100.0,,100.0,100.0,100.0,100.0,60.0,80.0,100.0,100.0,100.0,80.0,100.0,40.0,60.0,80.0,100.0,40.0,40.0,80.0,100.0,100.0,100.0,60.0,80.0,80.0,100.0,80.0,80.0,100.0,100.0
Colombia,COL,2023,66.0,,60.0,,,73.0,,,60.0,,,68.0,,,100.0,,40.0,,60.0,,,53.0,,,,67.0,,47.0,,100.0,,60.0,,80.0,80.0,40.0,,60.0,80.0,60.0,60.0,100.0,100.0,,60.0,20.0,40.0,60.0,60.0,40.0,60.0,60.0,80.0,40.0,100.0,100.0,60.0,80.0,80.0,60.0,40.0,80.0,80.0,80.0,80.0,60.0,60.0,40.0,100.0,60.0,60.0,60.0,60.0
Costa Rica,CRI,2023,65.0,,20.0,,,60.0,,,70.0,,,80.0,,,80.0,,70.0,,60.0,,,80.0,,,,60.0,,60.0,,60.0,,80.0,,80.0,20.0,20.0,,20.0,80.0,80.0,80.0,80.0,80.0,,60.0,80.0,20.0,80.0,80.0,80.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,80.0,80.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,60.0,60.0,60.0,80.0,80.0,40.0,40.0
Cuba,CUB,2023,96.0,,100.0,,,93.0,,,100.0,,,88.0,,,100.0,,100.0,,100.0,,,100.0,,,,93.0,,100.0,,100.0,,100.0,,100.0,100.0,100.0,,80.0,100.0,100.0,80.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,60.0
Dominican Republic,DOM,2023,52.0,,40.0,,,47.0,,,60.0,,,56.0,,,90.0,,20.0,,73.0,,,80.0,,,,47.0,,53.0,,27.0,,40.0,,60.0,60.0,20.0,,60.0,40.0,60.0,60.0,100.0,80.0,,20.0,20.0,60.0,60.0,80.0,100.0,60.0,40.0,40.0,60.0,20.0,40.0,40.0,60.0,40.0,60.0,40.0,60.0,60.0,60.0,80.0,80.0,60.0,40.0,20.0,20.0,20.0,60.0,60.0
Ecuador,ECU,2023,61.0,,60.0,,,47.0,,,40.0,,,80.0,,,80.0,,40.0,,53.0,,,67.0,,,,53.0,,60.0,,73.0,,40.0,,60.0,60.0,60.0,,40.0,60.0,40.0,60.0,80.0,80.0,,60.0,20.0,40.0,60.0,80.0,60.0,40.0,60.0,60.0,60.0,80.0,60.0,40.0,60.0,40.0,40.0,100.0,80.0,80.0,80.0,60.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0
El Salvador,SLV,2023,92.0,,80.0,,,93.0,,,100.0,,,92.0,,,90.0,,90.0,,100.0,,,100.0,,,,87.0,,93.0,,100.0,,100.0,,80.0,80.0,80.0,,100.0,80.0,100.0,100.0,100.0,80.0,,80.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,80.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,80.0,80.0
Guatemala,GTM,2023,32.0,,30.0,,,40.0,,,40.0,,,44.0,,,40.0,,20.0,,53.0,,,33.0,,,,20.0,,47.0,,20.0,,20.0,,20.0,40.0,20.0,,40.0,40.0,40.0,40.0,40.0,40.0,,20.0,20.0,80.0,40.0,20.0,40.0,20.0,20.0,20.0,60.0,20.0,20.0,20.0,20.0,40.0,40.0,20.0,40.0,60.0,60.0,60.0,20.0,40.0,40.0,20.0,40.0,40.0,20.0,20.0
Haiti,HTI,2023,54.0,,20.0,,,53.0,,,50.0,,,76.0,,,100.0,,100.0,,80.0,,,73.0,,,,40.0,,60.0,,20.0,,80.0,,40.0,20.0,20.0,,40.0,60.0,40.0,100.0,100.0,100.0,,100.0,100.0,80.0,80.0,80.0,60.0,40.0,60.0,20.0,60.0,20.0,20.0,80.0,40.0,60.0,60.0,40.0,60.0,80.0,100.0,100.0,60.0,60.0,60.0,20.0,20.0,20.0,0.0,0.0
Honduras,HND,2023,58.0,,30.0,,,80.0,,,40.0,,,80.0,,,80.0,,50.0,,67.0,,,47.0,,,,20.0,,80.0,,20.0,,80.0,,80.0,40.0,20.0,,80.0,80.0,40.0,80.0,80.0,80.0,,60.0,40.0,40.0,80.0,40.0,20.0,20.0,20.0,20.0,80.0,20.0,20.0,80.0,80.0,80.0,40.0,80.0,60.0,80.0,100.0,80.0,80.0,80.0,80.0,20.0,80.0,80.0,40.0,40.0
Mexico,MEX,2023,79.0,,60.0,,,87.0,,,50.0,,,96.0,,,100.0,,80.0,,87.0,,,93.0,,,,60.0,,80.0,,87.0,,80.0,,80.0,60.0,60.0,,100.0,80.0,60.0,100.0,100.0,100.0,,80.0,80.0,60.0,100.0,100.0,80.0,20.0,80.0,80.0,80.0,100.0,80.0,80.0,80.0,80.0,40.0,80.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,60.0,60.0,80.0,80.0
Nicaragua,NIC,2023,60.0,,40.0,,,60.0,,,50.0,,,60.0,,,60.0,,80.0,,67.0,,,67.0,,,,67.0,,73.0,,40.0,,60.0,,60.0,60.0,20.0,,60.0,60.0,20.0,80.0,60.0,60.0,,80.0,80.0,60.0,60.0,60.0,80.0,60.0,40.0,100.0,60.0,20.0,40.0,60.0,60.0,60.0,80.0,40.0,40.0,60.0,80.0,60.0,80.0,80.0,80.0,60.0,60.0,60.0,60.0,60.0
Panama,PAN,2023,67.0,,40.0,,,60.0,,,80.0,,,68.0,,,100.0,,50.0,,80.0,,,73.0,,,,53.0,,67.0,,80.0,,80.0,,80.0,60.0,20.0,,60.0,80.0,80.0,60.0,100.0,100.0,,60.0,40.0,80.0,80.0,80.0,60.0,40.0,100.0,20.0,40.0,80.0,80.0,80.0,80.0,40.0,80.0,40.0,60.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,40.0,40.0,60.0,60.0
Paraguay,PRY,2023,62.0,,20.0,,,60.0,,,40.0,,,68.0,,,100.0,,60.0,,73.0,,,80.0,,,,53.0,,33.0,,80.0,,60.0,,80.0,20.0,20.0,,80.0,80.0,40.0,60.0,100.0,100.0,,80.0,40.0,60.0,80.0,80.0,80.0,60.0,60.0,40.0,20.0,80.0,80.0,60.0,80.0,20.0,40.0,60.0,60.0,80.0,80.0,80.0,80.0,60.0,20.0,80.0,60.0,60.0,60.0,60.0
Peru,PER,2023,36.0,,20.0,,,40.0,,,30.0,,,64.0,,,50.0,,30.0,,20.0,,,33.0,,,,47.0,,33.0,,20.0,,40.0,,40.0,20.0,20.0,,60.0,40.0,40.0,60.0,40.0,60.0,,40.0,20.0,20.0,20.0,40.0,40.0,20.0,80.0,40.0,20.0,20.0,20.0,40.0,40.0,20.0,20.0,40.0,60.0,80.0,80.0,20.0,20.0,60.0,20.0,20.0,40.0,40.0,40.0,40.0
Uruguay,URY,2023,76.0,,60.0,,,67.0,,,80.0,,,64.0,,,90.0,,60.0,,87.0,,,93.0,,,,80.0,,100.0,,80.0,,100.0,,60.0,40.0,80.0,,60.0,80.0,80.0,60.0,100.0,80.0,,60.0,60.0,80.0,100.0,100.0,80.0,80.0,80.0,80.0,100.0,80.0,80.0,100.0,60.0,60.0,80.0,40.0,60.0,80.0,80.0,80.0,100.0,100.0,100.0,80.0,60.0,60.0,60.0,60.0
Venezuela,VEN,2023,46.0,,50.0,,,53.0,,,20.0,,,76.0,,,70.0,,30.0,,40.0,,,53.0,,,,40.0,,40.0,,40.0,,60.0,,60.0,60.0,40.0,,60.0,40.0,20.0,80.0,80.0,60.0,,40.0,20.0,40.0,60.0,60.0,40.0,40.0,40.0,40.0,20.0,40.0,40.0,60.0,60.0,60.0,20.0,60.0,60.0,80.0,100.0,40.0,40.0,40.0,60.0,40.0,20.0,20.0,40.0,40.0
Argentina,ARG,2024,59.0,,70.0,,,53.0,,,30.0,,,76.0,,,80.0,,40.0,,27.0,,,67.0,,,,53.0,,60.0,,73.0,,60.0,,80.0,80.0,60.0,,40.0,60.0,20.0,100.0,80.0,80.0,,60.0,20.0,20.0,80.0,60.0,60.0,60.0,60.0,40.0,60.0,80.0,80.0,60.0,80.0,60.0,40.0,20.0,60.0,100.0,100.0,20.0,40.0,80.0,40.0,60.0,60.0,60.0,60.0,60.0
Bolivia,BOL,2024,46.0,,50.0,,,73.0,,,50.0,,,48.0,,,60.0,,40.0,,47.0,,,80.0,,,,33.0,,33.0,,60.0,,40.0,,20.0,40.0,60.0,,60.0,80.0,40.0,40.0,60.0,60.0,,60.0,20.0,40.0,80.0,80.0,80.0,20.0,40.0,40.0,20.0,60.0,60.0,40.0,20.0,80.0,60.0,20.0,40.0,80.0,60.0,60.0,40.0,40.0,40.0,60.0,40.0,40.0,20.0,20.0
Brazil,BRA,2024,65.0,,50.0,,,53.0,,,60.0,,,68.0,,,80.0,,70.0,,80.0,,,53.0,,,,80.0,,60.0,,67.0,,40.0,,40.0,40.0,60.0,,80.0,40.0,60.0,60.0,80.0,80.0,,60.0,80.0,80.0,80.0,40.0,40.0,80.0,80.0,80.0,40.0,60.0,60.0,40.0,40.0,40.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,60.0,80.0,100.0,100.0,80.0,80.0
Chile,CHL,2024,79.0,,70.0,,,93.0,,,40.0,,,88.0,,,90.0,,90.0,,100.0,,,73.0,,,,93.0,,80.0,,93.0,,60.0,,40.0,100.0,40.0,,80.0,100.0,40.0,100.0,80.0,100.0,,80.0,100.0,100.0,100.0,40.0,80.0,100.0,100.0,80.0,80.0,100.0,80.0,60.0,40.0,100.0,40.0,60.0,80.0,100.0,100.0,100.0,100.0,80.0,80.0,100.0,80.0,80.0,100.0,100.0
Colombia,COL,2024,68.0,,60.0,,,73.0,,,70.0,,,68.0,,,100.0,,40.0,,60.0,,,60.0,,,,73.0,,53.0,,100.0,,60.0,,80.0,80.0,40.0,,60.0,80.0,60.0,60.0,100.0,100.0,,60.0,20.0,40.0,80.0,60.0,40.0,60.0,80.0,80.0,40.0,100.0,100.0,60.0,80.0,80.0,80.0,40.0,80.0,80.0,80.0,80.0,60.0,60.0,60.0,100.0,60.0,60.0,60.0,60.0
Costa Rica,CRI,2024,66.0,,30.0,,,60.0,,,70.0,,,84.0,,,80.0,,70.0,,73.0,,,80.0,,,,40.0,,60.0,,60.0,,80.0,,80.0,20.0,40.0,,20.0,80.0,80.0,80.0,80.0,80.0,,60.0,80.0,60.0,80.0,80.0,80.0,60.0,20.0,40.0,60.0,60.0,60.0,80.0,80.0,80.0,60.0,80.0,60.0,100.0,100.0,80.0,80.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
Cuba,CUB,2024,90.0,,100.0,,,93.0,,,80.0,,,84.0,,,100.0,,90.0,,93.0,,,93.0,,,,80.0,,87.0,,93.0,,100.0,,100.0,100.0,100.0,,80.0,100.0,80.0,80.0,100.0,100.0,,80.0,100.0,100.0,100.0,80.0,100.0,80.0,80.0,80.0,100.0,80.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,80.0,100.0,80.0,100.0,80.0,80.0,100.0,100.0,100.0,60.0,60.0
Dominican Republic,DOM,2024,60.0,,60.0,,,60.0,,,50.0,,,44.0,,,90.0,,30.0,,73.0,,,87.0,,,,60.0,,80.0,,53.0,,60.0,,60.0,100.0,20.0,,60.0,60.0,40.0,60.0,100.0,80.0,,40.0,20.0,60.0,60.0,100.0,100.0,60.0,60.0,60.0,80.0,40.0,100.0,60.0,60.0,60.0,60.0,40.0,40.0,60.0,20.0,80.0,80.0,80.0,80.0,20.0,60.0,60.0,40.0,40.0
Ecuador,ECU,2024,54.0,,60.0,,,47.0,,,20.0,,,48.0,,,60.0,,30.0,,27.0,,,87.0,,,,47.0,,53.0,,93.0,,40.0,,20.0,60.0,60.0,,40.0,60.0,20.0,40.0,60.0,60.0,,40.0,20.0,40.0,80.0,100.0,80.0,40.0,60.0,40.0,60.0,80.0,100.0,40.0,20.0,40.0,20.0,40.0,40.0,60.0,60.0,20.0,20.0,40.0,60.0,100.0,80.0,80.0,100.0,100.0
El Salvador,SLV,2024,91.0,,100.0,,,100.0,,,100.0,,,80.0,,,90.0,,90.0,,87.0,,,100.0,,,,80.0,,80.0,,93.0,,100.0,,80.0,100.0,100.0,,100.0,100.0,100.0,80.0,80.0,100.0,,80.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,80.0,80.0,100.0,100.0,80.0,100.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,100.0,80.0,80.0,100.0,100.0
Guatemala,GTM,2024,37.0,,30.0,,,53.0,,,40.0,,,44.0,,,40.0,,30.0,,73.0,,,33.0,,,,20.0,,47.0,,27.0,,40.0,,20.0,40.0,20.0,,40.0,80.0,40.0,40.0,40.0,40.0,,40.0,20.0,80.0,40.0,20.0,40.0,20.0,20.0,20.0,60.0,20.0,40.0,40.0,20.0,40.0,40.0,20.0,40.0,60.0,60.0,80.0,60.0,40.0,40.0,20.0,40.0,40.0,20.0,20.0
Haiti,HTI,2024,54.0,,40.0,,,53.0,,,50.0,,,88.0,,,100.0,,90.0,,80.0,,,73.0,,,,40.0,,60.0,,20.0,,80.0,,40.0,20.0,60.0,,40.0,60.0,40.0,100.0,100.0,100.0,,100.0,80.0,80.0,80.0,80.0,60.0,40.0,60.0,20.0,60.0,20.0,20.0,80.0,40.0,60.0,60.0,80.0,80.0,80.0,100.0,80.0,80.0,60.0,60.0,20.0,0.0,0.0,0.0,0.0
Honduras,HND,2024,54.0,,40.0,,,80.0,,,40.0,,,80.0,,,80.0,,30.0,,33.0,,,40.0,,,,27.0,,73.0,,40.0,,80.0,,80.0,60.0,20.0,,80.0,80.0,40.0,80.0,80.0,80.0,,40.0,20.0,40.0,60.0,20.0,40.0,20.0,20.0,40.0,80.0,60.0,40.0,80.0,80.0,80.0,40.0,80.0,60.0,80.0,100.0,20.0,40.0,80.0,60.0,20.0,60.0,60.0,20.0,20.0
Mexico,MEX,2024,79.0,,60.0,,,87.0,,,40.0,,,96.0,,,100.0,,80.0,,87.0,,,93.0,,,,80.0,,80.0,,87.0,,100.0,,80.0,60.0,60.0,,100.0,80.0,60.0,100.0,100.0,100.0,,80.0,80.0,60.0,100.0,100.0,80.0,60.0,100.0,80.0,80.0,100.0,80.0,100.0,80.0,80.0,20.0,80.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,40.0,40.0,80.0,80.0
Nicaragua,NIC,2024,62.0,,40.0,,,60.0,,,50.0,,,60.0,,,60.0,,80.0,,67.0,,,67.0,,,,67.0,,73.0,,53.0,,80.0,,60.0,60.0,20.0,,60.0,60.0,20.0,80.0,60.0,60.0,,80.0,80.0,60.0,60.0,60.0,80.0,60.0,40.0,100.0,60.0,40.0,60.0,80.0,60.0,60.0,80.0,40.0,40.0,60.0,80.0,60.0,80.0,80.0,80.0,60.0,60.0,60.0,60.0,60.0
Panama,PAN,2024,68.0,,70.0,,,60.0,,,40.0,,,76.0,,,100.0,,50.0,,80.0,,,73.0,,,,60.0,,67.0,,80.0,,80.0,,80.0,40.0,100.0,,60.0,80.0,20.0,80.0,100.0,100.0,,60.0,40.0,80.0,80.0,80.0,60.0,40.0,100.0,40.0,40.0,80.0,80.0,80.0,80.0,40.0,60.0,80.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,40.0,40.0,60.0,60.0
Paraguay,PRY,2024,63.0,,30.0,,,60.0,,,60.0,,,68.0,,,80.0,,60.0,,80.0,,,80.0,,,,53.0,,47.0,,80.0,,60.0,,60.0,20.0,40.0,,80.0,80.0,60.0,60.0,80.0,80.0,,60.0,60.0,80.0,80.0,80.0,80.0,60.0,60.0,40.0,20.0,80.0,80.0,60.0,60.0,20.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,60.0,60.0,80.0,60.0,60.0,60.0,60.0
