Country,iso3,Year,SPAR_Overall,C.1.1.1,C.1,C.2.1.1,C.2.1.2,C.2,C.3.1.1,C.3.2.1,C.3,C.4.1.1,C.4.2.1,C.4,C.5.1.1,C.5.2.1,C.5,C.6.1.1,C.6,C.7.1.1,C.7,C.8.1.1,C.8.2.1,C.8,C.9.1.1,C.9.2.1,C.9.3.1,C.9,C.10.1.1,C.10,C.11.1.1,C.11,C.12.1.1,C.12,C.13.1.1,C.13,C.1.1,C.1.2,C.1.3,C.2.1,C.2.2,C.3.1,C.4.1,C.5.1,C.5.2,C.5.3,C.6.1,C.6.2,C.7.1,C.8.1,C.8.2,C.8.3,C.9.1,C.9.2,C.9.3,C.10.1,C.11.1,C.11.2,C.12.1,C.13.1,C.2.3,C.3.2,C.4.2,C.4.3,C.4.4,C.4.5,C.7.2,C.7.3,C.10.2,C.10.3,C.11.3,C.14.1,C.14,C.15.1,C.15
SSD,SSD,2017,34.0,0.0,,33.0,80.0,57.0,80.0,80.0,80.0,89.0,38.0,63.0,33.0,60.0,47.0,29.0,29.0,0.0,,92.0,40.0,66.0,45.0,0.0,0.0,15.0,78.0,78.0,13.0,13.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDN,SDN,2017,74.0,75.0,75.0,100.0,100.0,100.0,100.0,80.0,90.0,100.0,50.0,75.0,100.0,60.0,80.0,71.0,71.0,100.0,100.0,100.0,100.0,100.0,91.0,0.0,0.0,30.0,100.0,100.0,53.0,53.0,23.0,23.0,62.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,TGO,2017,64.0,50.0,50.0,67.0,100.0,83.0,100.0,100.0,100.0,78.0,62.0,70.0,67.0,40.0,53.0,86.0,86.0,80.0,80.0,100.0,60.0,80.0,73.0,0.0,0.0,24.0,89.0,89.0,60.0,60.0,38.0,38.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUN,TUN,2017,57.0,75.0,75.0,33.0,60.0,47.0,100.0,70.0,85.0,100.0,25.0,62.0,100.0,20.0,60.0,29.0,29.0,40.0,40.0,67.0,40.0,53.0,73.0,0.0,50.0,41.0,89.0,89.0,73.0,73.0,54.0,54.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,UGA,2017,58.0,50.0,50.0,67.0,40.0,53.0,40.0,80.0,60.0,78.0,75.0,76.0,83.0,80.0,82.0,71.0,71.0,60.0,60.0,100.0,100.0,100.0,0.0,0.0,0.0,,56.0,56.0,20.0,20.0,62.0,62.0,69.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,TZA,2017,69.0,75.0,75.0,100.0,60.0,80.0,80.0,10.0,45.0,67.0,62.0,65.0,83.0,80.0,82.0,71.0,71.0,100.0,100.0,75.0,80.0,78.0,64.0,25.0,0.0,30.0,78.0,78.0,73.0,73.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMB,ZMB,2017,64.0,50.0,50.0,67.0,60.0,63.0,80.0,50.0,65.0,78.0,50.0,64.0,67.0,80.0,73.0,71.0,71.0,40.0,40.0,67.0,60.0,63.0,45.0,50.0,50.0,48.0,78.0,78.0,73.0,73.0,62.0,62.0,77.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZWE,ZWE,2017,72.0,75.0,75.0,33.0,100.0,67.0,100.0,90.0,95.0,100.0,100.0,100.0,67.0,40.0,53.0,100.0,100.0,60.0,60.0,92.0,60.0,76.0,64.0,100.0,83.0,82.0,67.0,67.0,80.0,80.0,31.0,31.0,54.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,AUS,2017,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,100.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COK,COK,2017,43.0,0.0,,67.0,60.0,63.0,100.0,50.0,75.0,67.0,62.0,65.0,50.0,0.0,25.0,43.0,43.0,20.0,20.0,75.0,0.0,38.0,73.0,100.0,100.0,91.0,22.0,22.0,73.0,73.0,15.0,15.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,FJI,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,KIR,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,MHL,2017,57.0,0.0,,33.0,60.0,47.0,100.0,90.0,95.0,89.0,100.0,94.0,100.0,40.0,70.0,86.0,86.0,80.0,80.0,92.0,100.0,96.0,55.0,0.0,50.0,35.0,0.0,,53.0,53.0,77.0,77.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,FSM,2017,86.0,100.0,100.0,100.0,100.0,100.0,80.0,70.0,75.0,100.0,50.0,75.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,92.0,100.0,96.0,91.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0,77.0,77.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRU,NRU,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,NZL,2017,98.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIU,NIU,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLW,PLW,2017,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67.0,80.0,73.0,91.0,100.0,83.0,91.0,100.0,100.0,100.0,100.0,92.0,92.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,PNG,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,WSM,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,SLB,2017,57.0,25.0,25.0,33.0,80.0,57.0,100.0,70.0,85.0,100.0,88.0,94.0,67.0,20.0,43.0,86.0,86.0,40.0,40.0,100.0,80.0,90.0,55.0,75.0,67.0,65.0,56.0,56.0,53.0,53.0,15.0,15.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,TON,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV,TUV,2017,54.0,50.0,50.0,67.0,100.0,83.0,100.0,70.0,85.0,89.0,75.0,82.0,50.0,60.0,55.0,86.0,86.0,20.0,20.0,58.0,80.0,69.0,73.0,100.0,0.0,58.0,11.0,11.0,67.0,67.0,38.0,38.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUT,VUT,2017,35.0,0.0,,0.0,100.0,50.0,100.0,80.0,90.0,56.0,0.0,28.0,67.0,100.0,83.0,29.0,29.0,0.0,,75.0,100.0,88.0,36.0,25.0,17.0,26.0,11.0,11.0,47.0,47.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,ATG,2017,71.0,75.0,75.0,0.0,80.0,40.0,100.0,80.0,90.0,67.0,88.0,77.0,50.0,60.0,55.0,71.0,71.0,80.0,80.0,75.0,100.0,88.0,100.0,75.0,83.0,86.0,89.0,89.0,100.0,100.0,46.0,46.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,2017,70.0,50.0,50.0,33.0,80.0,57.0,40.0,100.0,70.0,22.0,75.0,49.0,50.0,60.0,55.0,57.0,57.0,40.0,40.0,92.0,100.0,96.0,91.0,100.0,100.0,97.0,78.0,78.0,93.0,93.0,85.0,85.0,85.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,BHS,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRB,BRB,2017,92.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,95.0,100.0,88.0,94.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,83.0,100.0,92.0,100.0,100.0,100.0,100.0,100.0,100.0,73.0,73.0,85.0,85.0,77.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,BLZ,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,2017,76.0,100.0,100.0,67.0,60.0,63.0,100.0,100.0,100.0,100.0,62.0,81.0,100.0,60.0,80.0,43.0,43.0,40.0,40.0,100.0,80.0,90.0,64.0,100.0,100.0,88.0,100.0,100.0,100.0,100.0,15.0,15.0,92.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,2017,96.0,100.0,100.0,100.0,80.0,90.0,80.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.0,100.0,92.0,91.0,100.0,100.0,97.0,89.0,89.0,100.0,100.0,92.0,92.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,CAN,2017,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,2017,84.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,90.0,100.0,100.0,100.0,100.0,80.0,90.0,71.0,71.0,60.0,60.0,100.0,40.0,70.0,82.0,100.0,67.0,83.0,100.0,100.0,100.0,100.0,54.0,54.0,69.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,COL,2017,88.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,95.0,100.0,62.0,81.0,100.0,100.0,100.0,100.0,100.0,60.0,60.0,100.0,60.0,80.0,100.0,75.0,100.0,92.0,89.0,89.0,80.0,80.0,85.0,85.0,85.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,2017,87.0,75.0,75.0,100.0,100.0,100.0,100.0,90.0,95.0,67.0,100.0,83.0,83.0,80.0,82.0,100.0,100.0,80.0,80.0,92.0,60.0,76.0,82.0,100.0,83.0,88.0,100.0,100.0,100.0,100.0,77.0,77.0,77.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,2017,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.0,100.0,83.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMA,DMA,2017,62.0,50.0,50.0,100.0,100.0,100.0,100.0,30.0,65.0,67.0,100.0,83.0,100.0,20.0,60.0,100.0,100.0,40.0,40.0,75.0,40.0,58.0,91.0,0.0,0.0,30.0,100.0,100.0,100.0,100.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,2017,55.0,75.0,75.0,33.0,60.0,47.0,100.0,80.0,90.0,78.0,12.0,45.0,50.0,60.0,55.0,100.0,100.0,40.0,40.0,83.0,40.0,62.0,73.0,50.0,67.0,63.0,22.0,22.0,53.0,53.0,0.0,,62.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,2017,81.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,90.0,78.0,38.0,58.0,67.0,40.0,53.0,100.0,100.0,40.0,40.0,67.0,100.0,83.0,91.0,100.0,67.0,86.0,100.0,100.0,73.0,73.0,69.0,69.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,2017,93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.0,60.0,72.0,57.0,57.0,100.0,100.0,100.0,100.0,100.0,91.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0,92.0,92.0,85.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRD,GRD,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,2017,57.0,0.0,,33.0,40.0,37.0,100.0,80.0,90.0,89.0,75.0,82.0,83.0,60.0,72.0,14.0,14.0,60.0,60.0,92.0,40.0,66.0,64.0,25.0,17.0,35.0,100.0,100.0,60.0,60.0,38.0,38.0,92.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,GUY,2017,89.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,64.0,75.0,0.0,46.0,100.0,100.0,80.0,80.0,77.0,77.0,54.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,2017,70.0,50.0,50.0,67.0,80.0,73.0,100.0,80.0,90.0,100.0,88.0,94.0,67.0,20.0,43.0,71.0,71.0,60.0,60.0,75.0,60.0,68.0,45.0,25.0,17.0,29.0,89.0,89.0,67.0,67.0,77.0,77.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,JAM,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,2017,94.0,100.0,100.0,100.0,40.0,70.0,100.0,90.0,95.0,89.0,100.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,100.0,96.0,82.0,100.0,83.0,88.0,100.0,100.0,100.0,100.0,85.0,85.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,2017,91.0,75.0,75.0,67.0,100.0,83.0,100.0,100.0,100.0,100.0,75.0,88.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,90.0,100.0,25.0,100.0,75.0,100.0,100.0,80.0,80.0,92.0,92.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,2017,76.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.0,88.0,88.0,100.0,20.0,60.0,71.0,71.0,60.0,60.0,92.0,100.0,96.0,82.0,100.0,33.0,72.0,100.0,100.0,60.0,60.0,15.0,15.0,62.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,2017,77.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,85.0,78.0,100.0,89.0,67.0,20.0,43.0,100.0,100.0,60.0,60.0,92.0,60.0,76.0,100.0,100.0,100.0,100.0,78.0,78.0,67.0,67.0,38.0,38.0,69.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,2017,66.0,50.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,67.0,88.0,77.0,50.0,20.0,35.0,71.0,71.0,60.0,60.0,100.0,100.0,100.0,27.0,0.0,0.0,9.0,100.0,100.0,53.0,53.0,8.0,8.0,92.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,KNA,2017,52.0,0.0,,0.0,40.0,20.0,40.0,50.0,45.0,89.0,100.0,94.0,83.0,100.0,92.0,100.0,100.0,0.0,,83.0,100.0,92.0,55.0,75.0,0.0,43.0,67.0,67.0,80.0,80.0,15.0,15.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCA,LCA,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT,VCT,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,SUR,2017,71.0,50.0,50.0,67.0,100.0,83.0,100.0,80.0,90.0,89.0,100.0,94.0,100.0,40.0,70.0,86.0,86.0,40.0,40.0,92.0,80.0,86.0,91.0,75.0,83.0,83.0,100.0,100.0,93.0,93.0,54.0,54.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTO,TTO,2017,72.0,50.0,50.0,67.0,60.0,63.0,80.0,60.0,70.0,67.0,88.0,77.0,100.0,100.0,100.0,86.0,86.0,0.0,,75.0,80.0,78.0,82.0,100.0,83.0,88.0,78.0,78.0,80.0,80.0,69.0,69.0,92.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,USA,2017,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,2017,87.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,95.0,89.0,100.0,94.0,100.0,100.0,100.0,100.0,100.0,60.0,60.0,92.0,20.0,56.0,91.0,100.0,67.0,86.0,100.0,100.0,100.0,100.0,77.0,77.0,62.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,VEN,2017,94.0,100.0,100.0,100.0,80.0,90.0,100.0,90.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,86.0,86.0,100.0,100.0,100.0,80.0,90.0,82.0,100.0,100.0,94.0,100.0,100.0,87.0,87.0,100.0,100.0,85.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,AFG,2017,42.0,50.0,50.0,33.0,40.0,37.0,100.0,40.0,70.0,56.0,0.0,28.0,50.0,60.0,55.0,29.0,29.0,40.0,40.0,33.0,40.0,37.0,27.0,0.0,0.0,9.0,89.0,89.0,47.0,47.0,15.0,15.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,ARM,2017,95.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,91.0,100.0,83.0,91.0,100.0,100.0,93.0,93.0,92.0,92.0,92.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,AZE,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHR,BHR,2017,93.0,100.0,100.0,100.0,100.0,100.0,100.0,40.0,70.0,100.0,88.0,94.0,100.0,60.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.0,89.0,100.0,100.0,77.0,77.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,BGD,2017,78.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,78.0,50.0,64.0,50.0,40.0,45.0,86.0,86.0,100.0,100.0,92.0,100.0,96.0,91.0,75.0,67.0,78.0,89.0,89.0,100.0,100.0,15.0,15.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTN,BTN,2017,73.0,75.0,75.0,100.0,100.0,100.0,60.0,60.0,60.0,100.0,62.0,81.0,100.0,100.0,100.0,86.0,86.0,60.0,60.0,100.0,80.0,90.0,73.0,75.0,83.0,77.0,100.0,100.0,87.0,87.0,38.0,38.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRN,BRN,2017,67.0,25.0,25.0,100.0,100.0,100.0,100.0,70.0,85.0,89.0,100.0,94.0,83.0,40.0,62.0,71.0,71.0,40.0,40.0,75.0,40.0,58.0,64.0,100.0,83.0,82.0,78.0,78.0,93.0,93.0,15.0,15.0,69.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,KHM,2017,81.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,85.0,100.0,88.0,94.0,50.0,20.0,35.0,100.0,100.0,100.0,100.0,83.0,100.0,92.0,82.0,50.0,67.0,66.0,100.0,100.0,100.0,100.0,54.0,54.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,CHN,2017,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,CYP,2017,96.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,67.0,60.0,63.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRK,PRK,2017,67.0,100.0,100.0,100.0,40.0,70.0,100.0,100.0,100.0,100.0,100.0,100.0,83.0,40.0,62.0,57.0,57.0,60.0,60.0,83.0,100.0,92.0,73.0,0.0,0.0,24.0,78.0,78.0,80.0,80.0,31.0,31.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,GEO,2017,74.0,75.0,75.0,67.0,80.0,73.0,100.0,40.0,70.0,89.0,75.0,82.0,67.0,100.0,83.0,57.0,57.0,40.0,40.0,100.0,100.0,100.0,82.0,100.0,67.0,83.0,100.0,100.0,93.0,93.0,31.0,31.0,69.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,IND,2017,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,88.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40.0,70.0,100.0,100.0,83.0,94.0,100.0,100.0,87.0,87.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,IDN,2017,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,92.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,IRN,2017,76.0,75.0,75.0,67.0,100.0,83.0,100.0,80.0,90.0,100.0,88.0,94.0,83.0,80.0,82.0,43.0,43.0,100.0,100.0,100.0,100.0,100.0,91.0,100.0,100.0,97.0,89.0,89.0,100.0,100.0,31.0,31.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRQ,IRQ,2017,89.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,80.0,89.0,75.0,82.0,100.0,80.0,90.0,86.0,86.0,100.0,100.0,100.0,80.0,90.0,82.0,100.0,100.0,94.0,100.0,100.0,80.0,80.0,77.0,77.0,77.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,ISR,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,JPN,2017,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,JOR,2017,72.0,75.0,75.0,100.0,80.0,90.0,100.0,60.0,80.0,78.0,88.0,83.0,50.0,60.0,55.0,100.0,100.0,80.0,80.0,75.0,100.0,88.0,64.0,100.0,100.0,88.0,89.0,89.0,67.0,67.0,46.0,46.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAZ,KAZ,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWT,KWT,2017,85.0,100.0,100.0,100.0,100.0,100.0,80.0,40.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,60.0,100.0,100.0,100.0,73.0,100.0,100.0,91.0,100.0,100.0,100.0,100.0,0.0,,92.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGZ,KGZ,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,LAO,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,LBN,2017,80.0,100.0,100.0,33.0,80.0,57.0,80.0,80.0,80.0,100.0,88.0,94.0,100.0,100.0,100.0,57.0,57.0,60.0,60.0,92.0,40.0,66.0,91.0,75.0,33.0,66.0,89.0,89.0,87.0,87.0,92.0,92.0,92.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
