Country,iso3,Year,SPAR_Overall,C.1.1.1,C.1,C.2.1.1,C.2.1.2,C.2,C.3.1.1,C.3.2.1,C.3,C.4.1.1,C.4.2.1,C.4,C.5.1.1,C.5.2.1,C.5,C.6.1.1,C.6,C.7.1.1,C.7,C.8.1.1,C.8.2.1,C.8,C.9.1.1,C.9.2.1,C.9.3.1,C.9,C.10.1.1,C.10,C.11.1.1,C.11,C.12.1.1,C.12,C.13.1.1,C.13,C.1.1,C.1.2,C.1.3,C.2.1,C.2.2,C.3.1,C.4.1,C.5.1,C.5.2,C.5.3,C.6.1,C.6.2,C.7.1,C.8.1,C.8.2,C.8.3,C.9.1,C.9.2,C.9.3,C.10.1,C.11.1,C.11.2,C.12.1,C.13.1,C.2.3,C.3.2,C.4.2,C.4.3,C.4.4,C.4.5,C.7.2,C.7.3,C.10.2,C.10.3,C.11.3,C.14.1,C.14,C.15.1,C.15
NOR,NOR,2020,94.0,,100.0,,,100.0,,,100.0,,,100.0,,,87.0,,100.0,,100.0,,,100.0,,,,100.0,,100.0,,80.0,,80.0,,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,80.0,,,,,,,,,,,,,,,
POL,POL,2020,50.0,,0.0,,,100.0,,,100.0,,,0.0,,,87.0,,80.0,,0.0,,,33.0,,,,33.0,,0.0,,60.0,,60.0,,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,80.0,80.0,80.0,80.0,0.0,40.0,40.0,20.0,0.0,0.0,100.0,0.0,80.0,40.0,60.0,100.0,,,,,,,,,,,,,,,
PRT,PRT,2020,82.0,,87.0,,,100.0,,,60.0,,,80.0,,,100.0,,80.0,,80.0,,,80.0,,,,93.0,,80.0,,100.0,,80.0,,40.0,100.0,80.0,80.0,100.0,100.0,60.0,80.0,100.0,100.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,100.0,100.0,80.0,100.0,100.0,80.0,40.0,,,,,,,,,,,,,,,
MDA,MDA,2020,62.0,,73.0,,,70.0,,,60.0,,,80.0,,,53.0,,80.0,,40.0,,,60.0,,,,60.0,,80.0,,70.0,,40.0,,40.0,80.0,60.0,80.0,80.0,60.0,60.0,80.0,60.0,40.0,60.0,80.0,80.0,40.0,40.0,80.0,60.0,40.0,60.0,80.0,80.0,60.0,80.0,40.0,40.0,,,,,,,,,,,,,,,
ROU,ROU,2020,67.0,,73.0,,,90.0,,,20.0,,,80.0,,,80.0,,80.0,,60.0,,,67.0,,,,80.0,,60.0,,40.0,,40.0,,100.0,100.0,60.0,60.0,80.0,100.0,20.0,80.0,80.0,80.0,80.0,80.0,80.0,60.0,60.0,80.0,60.0,80.0,100.0,60.0,60.0,40.0,40.0,40.0,100.0,,,,,,,,,,,,,,,
RUS,RUS,2020,100.0,,100.0,,,100.0,,,100.0,,,100.0,,,100.0,,100.0,,100.0,,,100.0,,,,100.0,,100.0,,100.0,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,
SMR,SMR,2020,33.0,,20.0,,,40.0,,,20.0,,,40.0,,,67.0,,20.0,,60.0,,,27.0,,,,53.0,,40.0,,0.0,,20.0,,20.0,20.0,20.0,20.0,20.0,60.0,20.0,40.0,80.0,20.0,100.0,20.0,20.0,60.0,20.0,20.0,40.0,20.0,60.0,80.0,40.0,0.0,0.0,20.0,20.0,,,,,,,,,,,,,,,
SRB,SRB,2020,71.0,,87.0,,,90.0,,,80.0,,,80.0,,,53.0,,60.0,,80.0,,,80.0,,,,73.0,,80.0,,0.0,,100.0,,60.0,100.0,80.0,80.0,100.0,80.0,80.0,80.0,60.0,40.0,60.0,80.0,40.0,80.0,80.0,80.0,80.0,40.0,80.0,100.0,80.0,0.0,0.0,100.0,60.0,,,,,,,,,,,,,,,
SVK,SVK,2020,72.0,,100.0,,,40.0,,,40.0,,,60.0,,,73.0,,90.0,,100.0,,,93.0,,,,80.0,,60.0,,80.0,,60.0,,60.0,100.0,100.0,100.0,60.0,20.0,40.0,60.0,60.0,60.0,100.0,100.0,80.0,100.0,80.0,100.0,100.0,80.0,100.0,60.0,60.0,80.0,80.0,60.0,60.0,,,,,,,,,,,,,,,
SVN,SVN,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,ESP,2020,88.0,,93.0,,,100.0,,,80.0,,,80.0,,,93.0,,80.0,,100.0,,,93.0,,,,100.0,,60.0,,80.0,,100.0,,80.0,100.0,100.0,80.0,100.0,100.0,80.0,80.0,100.0,80.0,100.0,80.0,80.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,60.0,80.0,80.0,100.0,80.0,,,,,,,,,,,,,,,
SWE,SWE,2020,91.0,,100.0,,,100.0,,,100.0,,,80.0,,,93.0,,100.0,,80.0,,,80.0,,,,93.0,,80.0,,100.0,,80.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,80.0,100.0,100.0,100.0,80.0,80.0,80.0,80.0,80.0,100.0,100.0,80.0,100.0,100.0,80.0,100.0,,,,,,,,,,,,,,,
CHE,CHE,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,UKR,2020,69.0,,100.0,,,90.0,,,60.0,,,60.0,,,93.0,,80.0,,80.0,,,60.0,,,,60.0,,40.0,,60.0,,40.0,,80.0,100.0,100.0,100.0,80.0,100.0,60.0,60.0,100.0,80.0,100.0,80.0,80.0,80.0,20.0,80.0,80.0,80.0,40.0,60.0,40.0,60.0,60.0,40.0,80.0,,,,,,,,,,,,,,,
GBR,GBR,2020,95.0,,100.0,,,90.0,,,100.0,,,100.0,,,100.0,,100.0,,100.0,,,100.0,,,,100.0,,100.0,,60.0,,80.0,,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,60.0,80.0,100.0,,,,,,,,,,,,,,,
DZA,DZA,2021,77.0,,70.0,,,67.0,,,90.0,,,68.0,,,90.0,,90.0,,80.0,,,80.0,,,,60.0,,73.0,,80.0,,80.0,,60.0,60.0,80.0,,60.0,80.0,80.0,80.0,80.0,100.0,,100.0,80.0,80.0,80.0,80.0,80.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,60.0,60.0,100.0,40.0,60.0,80.0,80.0,80.0,80.0,80.0,60.0,80.0,60.0,60.0,100.0,100.0
AGO,AGO,2021,40.0,,30.0,,,73.0,,,40.0,,,60.0,,,60.0,,60.0,,53.0,,,67.0,,,,20.0,,47.0,,27.0,,20.0,,20.0,40.0,20.0,,60.0,80.0,20.0,60.0,60.0,60.0,,20.0,100.0,40.0,80.0,60.0,60.0,20.0,20.0,20.0,60.0,40.0,40.0,20.0,20.0,80.0,60.0,40.0,60.0,60.0,80.0,40.0,80.0,40.0,40.0,0.0,0.0,0.0,20.0,20.0
BEN,BEN,2021,39.0,,20.0,,,47.0,,,40.0,,,44.0,,,60.0,,40.0,,53.0,,,47.0,,,,40.0,,40.0,,33.0,,40.0,,40.0,20.0,20.0,,40.0,80.0,40.0,60.0,60.0,60.0,,60.0,20.0,20.0,80.0,20.0,40.0,40.0,40.0,40.0,20.0,20.0,0.0,40.0,40.0,20.0,40.0,20.0,20.0,60.0,60.0,80.0,60.0,40.0,60.0,80.0,20.0,20.0,20.0,20.0
BWA,BWA,2021,34.0,,40.0,,,20.0,,,30.0,,,60.0,,,40.0,,20.0,,20.0,,,60.0,,,,27.0,,20.0,,53.0,,20.0,,40.0,60.0,20.0,,20.0,20.0,20.0,60.0,60.0,20.0,,20.0,20.0,20.0,80.0,60.0,40.0,40.0,20.0,20.0,20.0,80.0,60.0,20.0,40.0,20.0,40.0,20.0,80.0,60.0,80.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,40.0,40.0
BFA,BFA,2021,54.0,,40.0,,,53.0,,,60.0,,,64.0,,,80.0,,40.0,,73.0,,,60.0,,,,67.0,,73.0,,13.0,,80.0,,40.0,20.0,60.0,,40.0,60.0,60.0,80.0,80.0,80.0,,60.0,20.0,60.0,80.0,40.0,60.0,60.0,60.0,80.0,80.0,20.0,20.0,80.0,40.0,60.0,60.0,40.0,60.0,60.0,80.0,80.0,80.0,60.0,80.0,0.0,20.0,20.0,40.0,40.0
BDI,BDI,2021,38.0,,20.0,,,27.0,,,40.0,,,52.0,,,90.0,,30.0,,40.0,,,60.0,,,,33.0,,47.0,,27.0,,40.0,,20.0,20.0,20.0,,40.0,20.0,20.0,60.0,100.0,80.0,,40.0,20.0,20.0,80.0,40.0,60.0,40.0,20.0,40.0,60.0,20.0,40.0,40.0,20.0,20.0,60.0,20.0,60.0,40.0,80.0,80.0,20.0,20.0,60.0,20.0,20.0,20.0,20.0,20.0
CPV,CPV,2021,57.0,,40.0,,,47.0,,,60.0,,,68.0,,,80.0,,50.0,,60.0,,,67.0,,,,53.0,,80.0,,67.0,,60.0,,60.0,60.0,20.0,,40.0,60.0,40.0,80.0,80.0,80.0,,60.0,40.0,20.0,60.0,80.0,60.0,60.0,40.0,60.0,80.0,60.0,80.0,60.0,60.0,40.0,80.0,60.0,40.0,80.0,80.0,80.0,80.0,80.0,80.0,60.0,40.0,40.0,20.0,20.0
CMR,CMR,2021,41.0,,20.0,,,47.0,,,40.0,,,68.0,,,60.0,,30.0,,47.0,,,47.0,,,,20.0,,27.0,,47.0,,80.0,,20.0,20.0,20.0,,60.0,60.0,40.0,60.0,60.0,60.0,,40.0,20.0,40.0,80.0,40.0,20.0,20.0,20.0,20.0,20.0,60.0,20.0,80.0,20.0,20.0,40.0,60.0,80.0,80.0,60.0,80.0,20.0,40.0,20.0,60.0,20.0,20.0,40.0,40.0
CAF,CAF,2021,31.0,,30.0,,,20.0,,,30.0,,,28.0,,,60.0,,30.0,,20.0,,,40.0,,,,20.0,,47.0,,20.0,,20.0,,40.0,20.0,40.0,,20.0,20.0,40.0,40.0,80.0,40.0,,40.0,20.0,20.0,60.0,20.0,40.0,20.0,20.0,20.0,40.0,20.0,20.0,20.0,40.0,20.0,20.0,20.0,20.0,40.0,20.0,20.0,20.0,60.0,40.0,20.0,20.0,20.0,40.0,40.0
TCD,TCD,2021,40.0,,30.0,,,40.0,,,40.0,,,64.0,,,60.0,,40.0,,33.0,,,40.0,,,,53.0,,33.0,,20.0,,40.0,,40.0,40.0,20.0,,40.0,40.0,40.0,60.0,80.0,40.0,,60.0,20.0,40.0,80.0,20.0,20.0,100.0,20.0,40.0,40.0,20.0,20.0,40.0,40.0,40.0,40.0,60.0,60.0,60.0,80.0,40.0,20.0,20.0,40.0,20.0,20.0,20.0,40.0,40.0
COM,COM,2021,41.0,,20.0,,,40.0,,,40.0,,,60.0,,,60.0,,30.0,,40.0,,,67.0,,,,40.0,,67.0,,33.0,,40.0,,40.0,20.0,20.0,,40.0,60.0,20.0,80.0,80.0,40.0,,40.0,20.0,80.0,80.0,80.0,40.0,60.0,20.0,40.0,60.0,20.0,20.0,40.0,40.0,20.0,60.0,40.0,60.0,60.0,60.0,20.0,20.0,60.0,80.0,60.0,20.0,20.0,20.0,20.0
COG,COG,2021,51.0,,30.0,,,47.0,,,30.0,,,52.0,,,80.0,,60.0,,60.0,,,47.0,,,,47.0,,73.0,,40.0,,60.0,,80.0,40.0,20.0,,80.0,40.0,40.0,60.0,80.0,80.0,,60.0,60.0,40.0,60.0,60.0,20.0,60.0,40.0,40.0,80.0,40.0,40.0,60.0,80.0,20.0,20.0,20.0,40.0,80.0,60.0,60.0,80.0,80.0,60.0,40.0,40.0,40.0,20.0,20.0
CIV,CIV,2021,54.0,,40.0,,,40.0,,,50.0,,,84.0,,,70.0,,60.0,,73.0,,,67.0,,,,40.0,,73.0,,53.0,,80.0,,20.0,60.0,20.0,,60.0,40.0,40.0,80.0,80.0,60.0,,60.0,60.0,60.0,80.0,80.0,40.0,40.0,40.0,40.0,80.0,60.0,40.0,80.0,20.0,20.0,60.0,80.0,100.0,80.0,80.0,80.0,80.0,60.0,80.0,60.0,20.0,20.0,40.0,40.0
COD,COD,2021,43.0,,30.0,,,60.0,,,50.0,,,52.0,,,60.0,,30.0,,27.0,,,60.0,,,,27.0,,53.0,,53.0,,60.0,,40.0,40.0,20.0,,60.0,60.0,60.0,40.0,60.0,60.0,,40.0,20.0,20.0,80.0,40.0,60.0,40.0,20.0,20.0,60.0,60.0,40.0,60.0,40.0,60.0,40.0,40.0,60.0,60.0,60.0,20.0,40.0,40.0,60.0,60.0,20.0,20.0,20.0,20.0
DJI,DJI,2021,41.0,,30.0,,,40.0,,,40.0,,,52.0,,,70.0,,50.0,,27.0,,,47.0,,,,33.0,,40.0,,33.0,,40.0,,60.0,40.0,20.0,,40.0,40.0,40.0,60.0,80.0,60.0,,60.0,40.0,20.0,40.0,60.0,40.0,20.0,40.0,40.0,40.0,40.0,40.0,40.0,60.0,40.0,40.0,40.0,40.0,60.0,60.0,20.0,40.0,40.0,40.0,20.0,40.0,40.0,20.0,20.0
EGY,EGY,2021,86.0,,90.0,,,87.0,,,100.0,,,76.0,,,100.0,,80.0,,100.0,,,100.0,,,,80.0,,53.0,,100.0,,80.0,,80.0,80.0,100.0,,80.0,100.0,100.0,80.0,100.0,100.0,,80.0,80.0,100.0,100.0,100.0,100.0,100.0,60.0,80.0,40.0,100.0,100.0,80.0,80.0,80.0,100.0,60.0,60.0,80.0,100.0,100.0,100.0,60.0,60.0,100.0,80.0,80.0,80.0,80.0
GNQ,GNQ,2021,34.0,,20.0,,,40.0,,,60.0,,,48.0,,,40.0,,30.0,,20.0,,,53.0,,,,33.0,,40.0,,20.0,,40.0,,20.0,20.0,20.0,,40.0,20.0,60.0,60.0,40.0,40.0,,40.0,20.0,20.0,40.0,60.0,60.0,40.0,20.0,40.0,40.0,20.0,20.0,40.0,20.0,60.0,60.0,40.0,60.0,40.0,40.0,20.0,20.0,40.0,40.0,20.0,20.0,20.0,20.0,20.0
ERI,ERI,2021,41.0,,30.0,,,27.0,,,30.0,,,48.0,,,80.0,,30.0,,20.0,,,87.0,,,,27.0,,80.0,,60.0,,40.0,,20.0,40.0,20.0,,20.0,20.0,40.0,60.0,80.0,80.0,,40.0,20.0,20.0,100.0,100.0,60.0,40.0,20.0,20.0,80.0,60.0,60.0,40.0,20.0,40.0,20.0,40.0,20.0,60.0,60.0,20.0,20.0,80.0,80.0,60.0,20.0,20.0,20.0,20.0
SWZ,SWZ,2021,41.0,,40.0,,,20.0,,,30.0,,,64.0,,,60.0,,30.0,,47.0,,,47.0,,,,60.0,,73.0,,27.0,,40.0,,40.0,60.0,20.0,,20.0,20.0,20.0,60.0,40.0,80.0,,40.0,20.0,40.0,20.0,40.0,80.0,80.0,20.0,80.0,80.0,40.0,20.0,40.0,40.0,20.0,40.0,60.0,60.0,60.0,80.0,80.0,20.0,60.0,80.0,20.0,20.0,20.0,20.0,20.0
ETH,ETH,2021,72.0,,80.0,,,73.0,,,80.0,,,80.0,,,80.0,,70.0,,87.0,,,67.0,,,,73.0,,80.0,,67.0,,100.0,,40.0,60.0,100.0,,60.0,80.0,80.0,80.0,80.0,80.0,,80.0,60.0,80.0,80.0,40.0,80.0,80.0,60.0,80.0,80.0,60.0,60.0,100.0,40.0,80.0,80.0,80.0,80.0,100.0,60.0,100.0,80.0,80.0,80.0,80.0,60.0,60.0,40.0,40.0
GAB,GAB,2021,33.0,,20.0,,,27.0,,,20.0,,,48.0,,,20.0,,40.0,,53.0,,,47.0,,,,27.0,,20.0,,27.0,,40.0,,20.0,20.0,20.0,,20.0,40.0,20.0,40.0,20.0,20.0,,60.0,20.0,40.0,80.0,20.0,40.0,40.0,20.0,20.0,20.0,20.0,20.0,40.0,20.0,20.0,20.0,20.0,20.0,80.0,80.0,60.0,60.0,20.0,20.0,40.0,40.0,40.0,40.0,40.0
GMB,GMB,2021,44.0,,40.0,,,40.0,,,20.0,,,32.0,,,60.0,,30.0,,60.0,,,67.0,,,,53.0,,80.0,,60.0,,60.0,,20.0,60.0,20.0,,40.0,60.0,20.0,40.0,60.0,60.0,,40.0,20.0,40.0,60.0,80.0,60.0,60.0,20.0,80.0,80.0,60.0,80.0,60.0,20.0,20.0,20.0,20.0,20.0,60.0,20.0,60.0,80.0,80.0,80.0,40.0,20.0,20.0,20.0,20.0
GHA,GHA,2021,46.0,,20.0,,,33.0,,,20.0,,,44.0,,,80.0,,40.0,,47.0,,,53.0,,,,47.0,,53.0,,60.0,,40.0,,80.0,20.0,20.0,,40.0,40.0,20.0,40.0,80.0,80.0,,40.0,40.0,20.0,40.0,60.0,60.0,60.0,40.0,40.0,80.0,60.0,60.0,40.0,80.0,20.0,20.0,20.0,80.0,60.0,20.0,60.0,60.0,60.0,20.0,60.0,40.0,40.0,40.0,40.0
GIN,GIN,2021,47.0,,30.0,,,47.0,,,40.0,,,56.0,,,60.0,,40.0,,93.0,,,60.0,,,,40.0,,53.0,,47.0,,60.0,,40.0,40.0,20.0,,40.0,60.0,40.0,60.0,60.0,60.0,,60.0,20.0,100.0,80.0,40.0,60.0,40.0,40.0,40.0,60.0,40.0,40.0,60.0,40.0,40.0,40.0,40.0,40.0,80.0,60.0,100.0,80.0,60.0,40.0,60.0,20.0,20.0,20.0,20.0
GNB,GNB,2021,46.0,,30.0,,,60.0,,,20.0,,,76.0,,,80.0,,40.0,,53.0,,,73.0,,,,40.0,,60.0,,33.0,,60.0,,20.0,40.0,20.0,,40.0,60.0,20.0,80.0,80.0,80.0,,40.0,40.0,40.0,80.0,60.0,80.0,60.0,20.0,40.0,60.0,20.0,20.0,60.0,20.0,80.0,20.0,80.0,80.0,80.0,60.0,60.0,60.0,60.0,60.0,60.0,20.0,20.0,20.0,20.0
KEN,KEN,2021,57.0,,50.0,,,53.0,,,50.0,,,64.0,,,80.0,,50.0,,53.0,,,73.0,,,,73.0,,73.0,,40.0,,80.0,,60.0,60.0,40.0,,40.0,60.0,60.0,40.0,80.0,80.0,,80.0,20.0,40.0,80.0,80.0,60.0,80.0,60.0,80.0,80.0,40.0,40.0,80.0,60.0,60.0,40.0,60.0,60.0,80.0,80.0,80.0,40.0,60.0,80.0,40.0,40.0,40.0,20.0,20.0
LSO,LSO,2021,37.0,,20.0,,,40.0,,,30.0,,,56.0,,,80.0,,40.0,,40.0,,,40.0,,,,40.0,,33.0,,60.0,,40.0,,20.0,20.0,20.0,,60.0,20.0,40.0,40.0,80.0,80.0,,60.0,20.0,40.0,100.0,0.0,20.0,80.0,20.0,20.0,20.0,40.0,40.0,40.0,20.0,40.0,20.0,40.0,80.0,60.0,60.0,40.0,40.0,60.0,20.0,100.0,0.0,0.0,20.0,20.0
LBR,LBR,2021,54.0,,40.0,,,73.0,,,50.0,,,52.0,,,80.0,,40.0,,60.0,,,40.0,,,,53.0,,53.0,,67.0,,80.0,,40.0,60.0,20.0,,80.0,80.0,60.0,60.0,80.0,80.0,,60.0,20.0,40.0,20.0,40.0,60.0,60.0,60.0,40.0,20.0,80.0,80.0,80.0,40.0,60.0,40.0,40.0,40.0,60.0,60.0,80.0,60.0,80.0,60.0,40.0,40.0,40.0,40.0,40.0
LBY,LBY,2021,45.0,,30.0,,,60.0,,,30.0,,,56.0,,,80.0,,60.0,,67.0,,,67.0,,,,33.0,,20.0,,7.0,,60.0,,40.0,20.0,40.0,,60.0,60.0,40.0,80.0,80.0,80.0,,80.0,40.0,80.0,80.0,60.0,60.0,40.0,20.0,40.0,20.0,0.0,0.0,60.0,40.0,60.0,20.0,20.0,20.0,80.0,80.0,60.0,60.0,20.0,20.0,20.0,20.0,20.0,40.0,40.0
MDG,MDG,2021,46.0,,20.0,,,53.0,,,50.0,,,52.0,,,80.0,,30.0,,33.0,,,73.0,,,,20.0,,67.0,,53.0,,60.0,,40.0,20.0,20.0,,40.0,60.0,60.0,40.0,80.0,80.0,,40.0,20.0,20.0,80.0,60.0,80.0,20.0,20.0,20.0,60.0,60.0,40.0,60.0,40.0,60.0,40.0,40.0,40.0,80.0,60.0,60.0,20.0,60.0,80.0,60.0,20.0,20.0,40.0,40.0
MWI,MWI,2021,50.0,,30.0,,,53.0,,,40.0,,,68.0,,,80.0,,30.0,,73.0,,,53.0,,,,60.0,,80.0,,20.0,,60.0,,40.0,40.0,20.0,,80.0,40.0,40.0,80.0,80.0,80.0,,40.0,20.0,60.0,80.0,40.0,40.0,60.0,60.0,60.0,80.0,0.0,0.0,60.0,40.0,40.0,40.0,20.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,60.0,20.0,20.0,40.0,40.0
MLI,MLI,2021,44.0,,20.0,,,40.0,,,20.0,,,60.0,,,80.0,,40.0,,40.0,,,60.0,,,,40.0,,73.0,,33.0,,60.0,,60.0,20.0,20.0,,40.0,60.0,20.0,60.0,80.0,80.0,,60.0,20.0,20.0,80.0,60.0,40.0,40.0,40.0,40.0,80.0,40.0,20.0,60.0,60.0,20.0,20.0,40.0,40.0,80.0,80.0,80.0,20.0,60.0,80.0,40.0,20.0,20.0,20.0,20.0
MRT,MRT,2021,35.0,,30.0,,,40.0,,,50.0,,,44.0,,,40.0,,20.0,,33.0,,,53.0,,,,20.0,,20.0,,40.0,,60.0,,20.0,40.0,20.0,,40.0,40.0,60.0,60.0,60.0,20.0,,20.0,20.0,40.0,60.0,60.0,40.0,20.0,20.0,20.0,20.0,20.0,40.0,60.0,20.0,40.0,40.0,40.0,40.0,60.0,20.0,20.0,40.0,20.0,20.0,60.0,20.0,20.0,40.0,40.0
MUS,MUS,2021,51.0,,30.0,,,53.0,,,60.0,,,72.0,,,80.0,,30.0,,53.0,,,47.0,,,,47.0,,20.0,,67.0,,40.0,,60.0,40.0,20.0,,60.0,40.0,60.0,100.0,80.0,80.0,,40.0,20.0,20.0,20.0,80.0,40.0,60.0,40.0,40.0,20.0,80.0,80.0,40.0,60.0,60.0,60.0,20.0,80.0,80.0,80.0,80.0,60.0,20.0,20.0,40.0,80.0,80.0,20.0,20.0
MAR,MAR,2021,73.0,,50.0,,,53.0,,,80.0,,,80.0,,,80.0,,80.0,,80.0,,,73.0,,,,47.0,,73.0,,73.0,,80.0,,80.0,40.0,60.0,,40.0,80.0,60.0,80.0,80.0,80.0,,80.0,80.0,80.0,80.0,60.0,80.0,60.0,20.0,60.0,80.0,80.0,60.0,80.0,80.0,40.0,100.0,60.0,80.0,100.0,80.0,80.0,80.0,80.0,60.0,80.0,80.0,80.0,80.0,80.0
MOZ,MOZ,2021,59.0,,60.0,,,87.0,,,60.0,,,60.0,,,60.0,,60.0,,60.0,,,53.0,,,,60.0,,60.0,,60.0,,60.0,,60.0,60.0,60.0,,100.0,80.0,60.0,60.0,60.0,60.0,,60.0,60.0,60.0,60.0,40.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,60.0,40.0,60.0,60.0,80.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,20.0,20.0
NAM,NAM,2021,61.0,,20.0,,,80.0,,,50.0,,,76.0,,,80.0,,40.0,,60.0,,,60.0,,,,67.0,,80.0,,80.0,,40.0,,60.0,20.0,20.0,,80.0,80.0,60.0,80.0,80.0,80.0,,60.0,20.0,20.0,80.0,40.0,60.0,80.0,80.0,40.0,40.0,80.0,60.0,40.0,60.0,80.0,40.0,80.0,80.0,60.0,80.0,80.0,80.0,100.0,100.0,100.0,80.0,80.0,40.0,40.0
NER,NER,2021,46.0,,40.0,,,67.0,,,40.0,,,40.0,,,80.0,,60.0,,53.0,,,53.0,,,,40.0,,33.0,,47.0,,80.0,,20.0,40.0,40.0,,60.0,80.0,40.0,40.0,80.0,80.0,,80.0,40.0,60.0,80.0,40.0,40.0,40.0,60.0,20.0,40.0,60.0,40.0,80.0,20.0,60.0,40.0,40.0,40.0,40.0,40.0,40.0,60.0,40.0,20.0,40.0,20.0,20.0,20.0,20.0
NGA,NGA,2021,63.0,,30.0,,,87.0,,,60.0,,,60.0,,,100.0,,40.0,,73.0,,,47.0,,,,47.0,,80.0,,67.0,,80.0,,60.0,40.0,20.0,,100.0,80.0,60.0,60.0,100.0,100.0,,60.0,20.0,60.0,60.0,40.0,40.0,80.0,20.0,40.0,80.0,60.0,60.0,80.0,60.0,80.0,60.0,20.0,80.0,80.0,60.0,80.0,80.0,80.0,80.0,80.0,40.0,40.0,80.0,80.0
RWA,RWA,2021,67.0,,50.0,,,60.0,,,70.0,,,84.0,,,80.0,,50.0,,60.0,,,27.0,,,,60.0,,87.0,,60.0,,80.0,,80.0,80.0,20.0,,40.0,60.0,60.0,80.0,80.0,80.0,,80.0,20.0,20.0,20.0,40.0,20.0,40.0,60.0,80.0,80.0,60.0,60.0,80.0,80.0,80.0,80.0,100.0,80.0,60.0,100.0,80.0,80.0,80.0,100.0,60.0,80.0,80.0,80.0,80.0
STP,STP,2021,35.0,,30.0,,,47.0,,,30.0,,,28.0,,,40.0,,40.0,,40.0,,,60.0,,,,40.0,,40.0,,33.0,,20.0,,40.0,40.0,20.0,,40.0,40.0,40.0,40.0,40.0,40.0,,40.0,40.0,40.0,60.0,60.0,60.0,60.0,20.0,40.0,20.0,20.0,40.0,20.0,40.0,60.0,20.0,20.0,20.0,40.0,20.0,60.0,20.0,40.0,60.0,40.0,20.0,20.0,20.0,20.0
SEN,SEN,2021,60.0,,40.0,,,73.0,,,60.0,,,60.0,,,70.0,,80.0,,60.0,,,47.0,,,,40.0,,73.0,,53.0,,60.0,,80.0,20.0,60.0,,80.0,80.0,60.0,80.0,80.0,60.0,,80.0,80.0,40.0,40.0,20.0,80.0,60.0,20.0,40.0,80.0,60.0,40.0,60.0,80.0,60.0,60.0,40.0,40.0,80.0,60.0,80.0,60.0,60.0,80.0,60.0,60.0,60.0,40.0,40.0
SYC,SYC,2021,48.0,,50.0,,,33.0,,,70.0,,,56.0,,,80.0,,20.0,,53.0,,,60.0,,,,60.0,,40.0,,53.0,,20.0,,80.0,80.0,20.0,,40.0,20.0,60.0,80.0,80.0,80.0,,20.0,20.0,20.0,60.0,60.0,60.0,80.0,40.0,60.0,20.0,40.0,40.0,20.0,80.0,40.0,80.0,40.0,20.0,60.0,80.0,60.0,80.0,60.0,40.0,80.0,20.0,20.0,20.0,20.0
SLE,SLE,2021,51.0,,40.0,,,67.0,,,40.0,,,44.0,,,80.0,,40.0,,80.0,,,47.0,,,,40.0,,87.0,,40.0,,60.0,,40.0,60.0,20.0,,80.0,60.0,60.0,40.0,80.0,80.0,,40.0,40.0,80.0,60.0,40.0,40.0,60.0,20.0,40.0,80.0,60.0,40.0,60.0,40.0,60.0,20.0,40.0,40.0,40.0,60.0,80.0,80.0,100.0,80.0,20.0,20.0,20.0,40.0,40.0
SOM,SOM,2021,34.0,,20.0,,,40.0,,,20.0,,,56.0,,,90.0,,30.0,,40.0,,,60.0,,,,27.0,,20.0,,20.0,,20.0,,20.0,20.0,20.0,,60.0,40.0,20.0,60.0,100.0,80.0,,40.0,20.0,20.0,80.0,20.0,80.0,20.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,80.0,60.0,20.0,80.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
